"","sub","item","cond","seq","start","end","duration_ms","correctresp","subresp","accuracy","task","sound"
"859",12,123,1,67,8796191,8799316,3125,3,3,1,"reading","silence"
"860",12,121,1,68,8810160,8812686,2526,1,1,1,"reading","silence"
"861",12,131,1,69,8827946,8830651,2705,3,3,1,"reading","silence"
"862",12,122,1,70,8839504,8842201,2697,2,2,1,"reading","silence"
"863",12,129,1,71,8852044,8854351,2307,1,1,1,"reading","silence"
"864",12,127,1,72,8858694,8861551,2857,3,3,1,"reading","silence"
"865",13,7,1,1,11009638,11014227,4589,3,3,1,"reading","silence"
"866",13,5,1,2,11039064,11041778,2714,1,1,1,"reading","silence"
"867",13,12,1,3,11054874,11059761,4887,4,4,1,"reading","silence"
"868",13,6,1,4,11073232,11076396,3164,2,2,1,"reading","silence"
"869",13,4,1,5,11080576,11083946,3370,4,4,1,"reading","silence"
"870",13,1,1,6,11090079,11094362,4283,1,1,1,"reading","silence"
"871",13,3,1,7,11099340,11102446,3106,3,3,1,"reading","silence"
"872",13,9,1,8,11121895,11124579,2684,1,1,1,"reading","silence"
"873",13,8,1,9,11144077,11147648,3571,4,4,1,"reading","silence"
"874",13,10,1,10,11159162,11162082,2920,2,2,1,"reading","silence"
"875",13,2,1,11,11176629,11180116,3487,2,2,1,"reading","silence"
"876",13,11,1,12,11200934,11205899,4965,3,3,1,"reading","silence"
"877",13,31,2,13,11214005,11216867,2862,1,1,1,"reading","standard"
"878",13,32,2,14,11221766,11226518,4752,2,2,1,"reading","standard"
"879",13,33,2,15,11232670,11236351,3681,3,3,1,"reading","standard"
"880",13,41,2,16,11276311,11279719,3408,3,3,1,"reading","standard"
"881",13,34,2,17,11284643,11287918,3275,4,4,1,"reading","standard"
"882",13,40,2,18,11456769,11460062,3293,2,2,1,"reading","standard"
"883",13,39,2,19,11475839,11478476,2637,1,1,1,"reading","standard"
"884",13,38,2,20,11484221,11487443,3222,4,4,1,"reading","standard"
"885",13,68,3,21,11497553,11500310,2757,4,4,1,"reading","novel"
"886",13,64,3,22,11519324,11523526,4202,4,4,1,"reading","novel"
"887",13,36,2,23,11534478,11536761,2283,2,2,1,"reading","standard"
"888",13,62,3,24,11554406,11557910,3504,2,2,1,"reading","novel"
"889",13,65,3,25,11582526,11587712,5186,1,1,1,"reading","novel"
"890",13,35,2,26,11592803,11596064,3261,1,1,1,"reading","standard"
"891",13,69,3,27,11640463,11643330,2867,1,1,1,"reading","novel"
"892",13,63,3,28,11648277,11651464,3187,3,3,1,"reading","novel"
"893",13,70,3,29,11663310,11666716,3406,2,2,1,"reading","novel"
"894",13,42,2,30,11678741,11682400,3659,4,4,1,"reading","standard"
"895",13,37,2,31,11688324,11691415,3091,3,3,1,"reading","standard"
"896",13,72,3,32,11703160,11705866,2706,4,4,1,"reading","novel"
"897",13,67,3,33,11710474,11713934,3460,3,3,1,"reading","novel"
"898",13,71,3,34,11729964,11732733,2769,3,3,1,"reading","novel"
"899",13,66,3,35,11755144,11758517,3373,2,2,1,"reading","novel"
"900",13,61,3,36,11763616,11766101,2485,1,1,1,"reading","novel"
"901",13,97,1,37,11994727,11997430,2703,1,1,1,"zString","silence"
"902",13,98,1,38,12011386,12013229,1843,2,2,1,"zString","silence"
"903",13,101,1,39,12033822,12035897,2075,1,1,1,"zString","silence"
"904",13,96,1,40,12050618,12052664,2046,4,3,0,"zString","silence"
"905",13,94,1,41,12061605,12063364,1759,2,2,1,"zString","silence"
"906",13,99,1,42,12082438,12084382,1944,3,3,1,"zString","silence"
"907",13,92,1,43,12096405,12098586,2181,4,4,1,"zString","silence"
"908",13,95,1,44,12110872,12112832,1960,3,3,1,"zString","silence"
"909",13,93,1,45,12117260,12119873,2613,1,1,1,"zString","silence"
"910",13,100,1,46,12152828,12155012,2184,4,4,1,"zString","silence"
"911",13,102,1,47,12161144,12163117,1973,2,2,1,"zString","silence"
"912",13,91,1,48,12172998,12175135,2137,3,3,1,"zString","silence"
"913",13,121,2,49,12179742,12182519,2777,1,1,1,"zString","standard"
"914",13,122,2,50,12188149,12190236,2087,2,2,1,"zString","standard"
"915",13,123,2,51,12195678,12197435,1757,3,3,1,"zString","standard"
"916",13,130,2,52,12230113,12232136,2023,2,2,1,"zString","standard"
"917",13,157,3,53,12242661,12244787,2126,1,1,1,"zString","novel"
"918",13,132,2,54,12400148,12402393,2245,4,4,1,"zString","standard"
"919",13,128,2,55,12449489,12451345,1856,4,4,1,"zString","standard"
"920",13,125,2,56,12455786,12457828,2042,1,1,1,"zString","standard"
"921",13,159,3,57,12472821,12474729,1908,3,3,1,"zString","novel"
"922",13,155,3,58,12480437,12482213,1776,3,3,1,"zString","novel"
"923",13,162,3,59,12497057,12499063,2006,2,2,1,"zString","novel"
"924",13,151,3,60,12503612,12505430,1818,3,3,1,"zString","novel"
"925",13,131,2,61,12510658,12512929,2271,3,3,1,"zString","standard"
"926",13,153,3,62,12518543,12520447,1904,1,1,1,"zString","novel"
"927",13,161,3,63,12525712,12527497,1785,1,1,1,"zString","novel"
"928",13,152,3,64,12533571,12535698,2127,4,4,1,"zString","novel"
"929",13,124,2,65,12559674,12561799,2125,4,4,1,"zString","standard"
"930",13,127,2,66,12567238,12569365,2127,3,3,1,"zString","standard"
"931",13,126,2,67,12574592,12576715,2123,2,2,1,"zString","standard"
"932",13,158,3,68,12583062,12584899,1837,2,2,1,"zString","novel"
"933",13,156,3,69,12619956,12622284,2328,4,4,1,"zString","novel"
"934",13,129,2,70,12641427,12643201,1774,1,1,1,"zString","standard"
"935",13,154,3,71,12667342,12669403,2061,2,2,1,"zString","novel"
"936",13,160,3,72,12682765,12684685,1920,4,4,1,"zString","novel"
"937",14,67,1,1,601891,603981,2090,3,3,1,"zString","silence"
"938",14,71,1,2,617328,619350,2022,3,3,1,"zString","silence"
"939",14,72,1,3,643692,645518,1826,4,4,1,"zString","silence"
"940",14,65,1,4,655496,657833,2337,1,1,1,"zString","silence"
"941",14,64,1,5,668880,670717,1837,4,4,1,"zString","silence"
"942",14,69,1,6,709597,711335,1738,1,1,1,"zString","silence"
"943",14,66,1,7,721296,723335,2039,2,2,1,"zString","silence"
"944",14,70,1,8,778467,780338,1871,2,2,1,"zString","silence"
"945",14,68,1,9,849790,851856,2066,4,4,1,"zString","silence"
"946",14,63,1,10,858972,861006,2034,3,3,1,"zString","silence"
"947",14,61,1,11,868393,870325,1932,1,1,1,"zString","silence"
"948",14,62,1,12,898860,901158,2298,2,1,0,"zString","silence"
"949",14,1,2,13,909309,911025,1716,1,1,1,"zString","standard"
"950",14,2,2,14,918364,920092,1728,2,2,1,"zString","standard"
"951",14,3,2,15,926562,928277,1715,3,3,1,"zString","standard"
"952",14,40,3,16,944009,945810,1801,4,4,1,"zString","novel"
"953",14,6,2,17,953327,955061,1734,2,2,1,"zString","standard"
"954",14,11,2,18,964077,965928,1851,3,3,1,"zString","standard"
"955",14,41,3,19,994780,996846,2066,1,1,1,"zString","novel"
"956",14,37,3,20,1231093,1233370,2277,1,1,1,"zString","novel"
"957",14,31,3,21,1240993,1242703,1710,3,3,1,"zString","novel"
"958",14,39,3,22,1285775,1288390,2615,3,2,0,"zString","novel"
"959",14,8,2,23,1298758,1301290,2532,4,4,1,"zString","standard"
"960",14,7,2,24,1309027,1310738,1711,3,3,1,"zString","standard"
"961",14,35,3,25,1338357,1340072,1715,3,3,1,"zString","novel"
"962",14,36,3,26,1377008,1379075,2067,4,4,1,"zString","novel"
"963",14,10,2,27,1385311,1387941,2630,2,2,1,"zString","standard"
"964",14,42,3,28,1394244,1395974,1730,2,2,1,"zString","novel"
"965",14,33,3,29,1403648,1405847,2199,1,1,1,"zString","novel"
"966",14,32,3,30,1433447,1435376,1929,4,4,1,"zString","novel"
"967",14,38,3,31,1454398,1456326,1928,2,2,1,"zString","novel"
"968",14,4,2,32,1469049,1471694,2645,4,4,1,"zString","standard"
"969",14,9,2,33,1478619,1480962,2343,1,1,1,"zString","standard"
"970",14,34,3,34,1512216,1514545,2329,2,2,1,"zString","novel"
"971",14,12,2,35,1532138,1533879,1741,4,4,1,"zString","standard"
"972",14,5,2,36,1539867,1541746,1879,1,1,1,"zString","standard"
"973",14,160,1,37,1775561,1779105,3544,4,4,1,"reading","silence"
"974",14,159,1,38,1830184,1833175,2991,3,3,1,"reading","silence"
"975",14,152,1,39,1841214,1843707,2493,4,4,1,"reading","silence"
"976",14,161,1,40,1855262,1867676,12414,1,1,1,"reading","silence"
"977",14,157,1,41,1878687,1880542,1855,1,1,1,"reading","silence"
"978",14,156,1,42,1886746,1889894,3148,4,4,1,"reading","silence"
"979",14,162,1,43,1902800,1905660,2860,2,2,1,"reading","silence"
"980",14,155,1,44,1936406,1939562,3156,3,3,1,"reading","silence"
"981",14,158,1,45,1945715,1948779,3064,2,2,1,"reading","silence"
"982",14,154,1,46,1954454,1958179,3725,2,2,1,"reading","silence"
"983",14,151,1,47,1970905,1974130,3225,3,3,1,"reading","silence"
"984",14,153,1,48,1990016,1992681,2665,1,1,1,"reading","silence"
"985",14,91,2,49,2004378,2007197,2819,3,3,1,"reading","standard"
"986",14,92,2,50,2012761,2015864,3103,4,4,1,"reading","standard"
"987",14,93,2,51,2021031,2023481,2450,1,1,1,"reading","standard"
"988",14,126,3,52,2048679,2051682,3003,2,2,1,"reading","novel"
"989",14,99,2,53,2246237,2249405,3168,3,3,1,"reading","standard"
"990",14,125,3,54,2277420,2279565,2145,1,1,1,"reading","novel"
"991",14,122,3,55,2292449,2295040,2591,2,2,1,"reading","novel"
"992",14,100,2,56,2306649,2308991,2342,4,4,1,"reading","standard"
"993",14,124,3,57,2321140,2323474,2334,4,4,1,"reading","novel"
"994",14,94,2,58,2336641,2340408,3767,2,2,1,"reading","standard"
"995",14,129,3,59,2372537,2374359,1822,1,1,1,"reading","novel"
"996",14,121,3,60,2390040,2391959,1919,1,1,1,"reading","novel"
"997",14,127,3,61,2397686,2400810,3124,3,3,1,"reading","novel"
"998",14,130,3,62,2406895,2408810,1915,2,2,1,"reading","novel"
"999",14,102,2,63,2424475,2428427,3952,2,2,1,"reading","standard"
"1000",14,97,2,64,2433396,2435494,2098,1,1,1,"reading","standard"
"1001",14,132,3,65,2446754,2449461,2707,4,4,1,"reading","novel"
"1002",14,101,2,66,2466945,2469413,2468,1,1,1,"reading","standard"
"1003",14,131,3,67,2474541,2477062,2521,3,3,1,"reading","novel"
"1004",14,98,2,68,2487423,2489714,2291,2,2,1,"reading","standard"
"1005",14,96,2,69,2494537,2496813,2276,4,4,1,"reading","standard"
"1006",14,95,2,70,2506368,2508813,2445,3,3,1,"reading","standard"
"1007",14,123,3,71,2535225,2538982,3757,3,3,1,"reading","novel"
"1008",14,128,3,72,2564559,2567732,3173,4,4,1,"reading","novel"
"1009",15,61,2,1,4637691,4639999,2308,1,1,1,"reading","standard"
"1010",15,62,2,2,4645511,4647468,1957,2,2,1,"reading","standard"
"1011",15,63,2,3,4653044,4655635,2591,3,3,1,"reading","standard"
"1012",15,67,2,4,4662398,4665016,2618,3,3,1,"reading","standard"
"1013",15,65,2,5,4670926,4674083,3157,1,1,1,"reading","standard"
"1014",15,64,2,6,4680212,4683919,3707,4,4,1,"reading","standard"
"1015",15,6,3,7,4708381,4710603,2222,2,2,1,"reading","novel"
"1016",15,7,3,8,4751954,4756503,4549,3,3,1,"reading","novel"
"1017",15,71,2,9,4762551,4765504,2953,3,3,1,"reading","standard"
"1018",15,12,3,10,4800303,4803037,2734,4,4,1,"reading","novel"
"1019",15,70,2,11,4826937,4830071,3134,2,2,1,"reading","standard"
"1020",15,3,3,12,4835955,4838873,2918,3,3,1,"reading","novel"
"1021",15,9,3,13,4858042,4860707,2665,1,1,1,"reading","novel"
"1022",15,68,2,14,4886779,4889976,3197,4,4,1,"reading","standard"
"1023",15,72,2,15,4900642,4903508,2866,4,4,1,"reading","standard"
"1024",15,2,3,16,4923164,4926009,2845,2,2,1,"reading","novel"
"1025",15,69,2,17,5077731,5080231,2500,1,1,1,"reading","standard"
"1026",15,66,2,18,5086803,5089598,2795,2,2,1,"reading","standard"
"1027",15,4,3,19,5102918,5105965,3047,4,4,1,"reading","novel"
"1028",15,11,3,20,5120168,5123066,2898,3,3,1,"reading","novel"
"1029",15,5,3,21,5139735,5142450,2715,1,1,1,"reading","novel"
"1030",15,8,3,22,5149336,5152382,3046,4,4,1,"reading","novel"
"1031",15,10,3,23,5170020,5172584,2564,2,2,1,"reading","novel"
"1032",15,1,3,24,5205441,5208834,3393,1,1,1,"reading","novel"
"1033",15,35,1,25,5229427,5232585,3158,1,1,1,"reading","silence"
"1034",15,36,1,26,5277910,5280454,2544,2,2,1,"reading","silence"
"1035",15,40,1,27,5296294,5299121,2827,2,2,1,"reading","silence"
"1036",15,33,1,28,5305442,5308121,2679,3,3,1,"reading","silence"
"1037",15,37,1,29,5319711,5324990,5279,3,3,1,"reading","silence"
"1038",15,41,1,30,5331428,5334106,2678,3,3,1,"reading","silence"
"1039",15,31,1,31,5354727,5357473,2746,1,1,1,"reading","silence"
"1040",15,38,1,32,5376761,5381308,4547,4,4,1,"reading","silence"
"1041",15,32,1,33,5386884,5390241,3357,2,2,1,"reading","silence"
"1042",15,39,1,34,5413815,5416576,2761,1,1,1,"reading","silence"
"1043",15,34,1,35,5431363,5434742,3379,4,4,1,"reading","silence"
"1044",15,42,1,36,5450764,5456610,5846,4,4,1,"reading","silence"
"1045",15,151,2,37,5568707,5570631,1924,3,3,1,"zString","standard"
"1046",15,152,2,38,5583956,5585930,1974,4,4,1,"zString","standard"
"1047",15,153,2,39,5600004,5601981,1977,1,1,1,"zString","standard"
"1048",15,97,3,40,5613090,5615000,1910,1,1,1,"zString","novel"
"1049",15,101,3,41,5653774,5655650,1876,1,1,1,"zString","novel"
"1050",15,157,2,42,5672896,5674667,1771,1,1,1,"zString","standard"
"1051",15,98,3,43,5685747,5687601,1854,2,2,1,"zString","novel"
"1052",15,160,2,44,5723730,5726003,2273,4,3,0,"zString","standard"
"1053",15,161,2,45,5757820,5759637,1817,1,1,1,"zString","standard"
"1054",15,156,2,46,5769483,5771571,2088,4,4,1,"zString","standard"
"1055",15,91,3,47,5861855,5864015,2160,3,3,1,"zString","novel"
"1056",15,99,3,48,5893918,5896076,2158,3,3,1,"zString","novel"
"1057",15,154,2,49,5938739,5940527,1788,2,2,1,"zString","standard"
"1058",15,100,3,50,5957156,5959211,2055,4,3,0,"zString","novel"
"1059",15,158,2,51,6001393,6003412,2019,2,2,1,"zString","standard"
"1060",15,102,3,52,6053844,6056022,2178,2,2,1,"zString","novel"
"1061",15,94,3,53,6066508,6068726,2218,2,2,1,"zString","novel"
"1062",15,95,3,54,6086530,6088582,2052,3,3,1,"zString","novel"
"1063",15,96,3,55,6171939,6173920,1981,4,4,1,"zString","novel"
"1064",15,162,2,56,6211467,6214337,2870,2,2,1,"zString","standard"
"1065",15,92,3,57,6222857,6225088,2231,4,4,1,"zString","novel"
"1066",15,159,2,58,6282716,6285156,2440,3,3,1,"zString","standard"
"1067",15,93,3,59,6321098,6323508,2410,1,1,1,"zString","novel"
"1068",15,155,2,60,6395039,6397227,2188,3,3,1,"zString","standard"
"1069",15,128,1,61,6479588,6481663,2075,4,4,1,"zString","silence"
"1070",15,129,1,62,6530741,6533182,2441,1,1,1,"zString","silence"
"1071",15,121,1,63,6550056,6551865,1809,1,1,1,"zString","silence"
"1072",15,122,1,64,6575295,6577100,1805,2,2,1,"zString","silence"
"1073",15,127,1,65,6598230,6600283,2053,3,3,1,"zString","silence"
"1074",15,130,1,66,6609185,6611767,2582,2,2,1,"zString","silence"
"1075",15,131,1,67,6642085,6644635,2550,3,3,1,"zString","silence"
"1076",15,126,1,68,6671334,6673369,2035,2,2,1,"zString","silence"
"1077",15,124,1,69,6694423,6696654,2231,4,4,1,"zString","silence"
"1078",15,132,1,70,6715967,6718038,2071,4,4,1,"zString","silence"
"1079",15,125,1,71,6770799,6774658,3859,1,1,1,"zString","silence"
"1080",15,123,1,72,6791184,6793590,2406,3,3,1,"zString","silence"
"1081",16,31,2,1,7799941,7802293,2352,3,3,1,"zString","standard"
"1082",16,32,2,2,7807876,7810261,2385,4,4,1,"zString","standard"
"1083",16,33,2,3,7815779,7817495,1716,1,1,1,"zString","standard"
"1084",16,66,3,4,7827589,7829410,1821,2,2,1,"zString","novel"
"1085",16,64,3,5,7856729,7858728,1999,4,4,1,"zString","novel"
"1086",16,70,3,6,7879128,7882013,2885,2,2,1,"zString","novel"
"1087",16,39,2,7,7896597,7898613,2016,3,3,1,"zString","standard"
"1088",16,72,3,8,7919980,7921748,1768,4,4,1,"zString","novel"
"1089",16,38,2,9,7956418,7958764,2346,2,2,1,"zString","standard"
"1090",16,62,3,10,7965304,7967587,2283,2,2,1,"zString","novel"
"1091",16,71,3,11,7986436,7988499,2063,3,3,1,"zString","novel"
"1092",16,67,3,12,7997689,7999417,1728,3,3,1,"zString","novel"
"1093",16,35,2,13,8004454,8006383,1929,3,3,1,"zString","standard"
"1094",16,37,2,14,8020776,8023801,3025,1,1,1,"zString","standard"
"1095",16,68,3,15,8082841,8086021,3180,4,4,1,"zString","novel"
"1096",16,65,3,16,8090713,8092932,2219,1,1,1,"zString","novel"
"1097",16,63,3,17,8098015,8102873,4858,3,3,1,"zString","novel"
"1098",16,36,2,18,8113119,8114840,1721,4,4,1,"zString","standard"
"1099",16,40,2,19,8134338,8136472,2134,4,4,1,"zString","standard"
"1100",16,34,2,20,8150521,8152556,2035,2,2,1,"zString","standard"
"1101",16,42,2,21,8156675,8158507,1832,2,2,1,"zString","standard"
"1102",16,69,3,22,8162243,8164707,2464,1,1,1,"zString","novel"
"1103",16,41,2,23,8168951,8171308,2357,1,1,1,"zString","standard"
"1104",16,61,3,24,8185384,8187585,2201,1,1,1,"zString","novel"
"1105",16,4,1,25,8201505,8203726,2221,4,4,1,"zString","silence"
"1106",16,11,1,26,8208605,8210626,2021,3,3,1,"zString","silence"
"1107",16,7,1,27,8214717,8216459,1742,3,3,1,"zString","silence"
"1108",16,5,1,28,8232297,8234463,2166,1,1,1,"zString","silence"
"1109",16,12,1,29,8243607,8245743,2136,4,4,1,"zString","silence"
"1110",16,1,1,30,8250053,8252444,2391,1,1,1,"zString","silence"
"1111",16,8,1,31,8261339,8263444,2105,4,4,1,"zString","silence"
"1112",16,9,1,32,8289219,8291178,1959,1,1,1,"zString","silence"
"1113",16,2,1,33,8299120,8301096,1976,2,2,1,"zString","silence"
"1114",16,6,1,34,8304870,8306811,1941,2,2,1,"zString","silence"
"1115",16,10,1,35,8315323,8317213,1890,2,2,1,"zString","silence"
"1116",16,3,1,36,8338590,8340897,2307,3,3,1,"zString","silence"
"1117",16,121,2,37,8463679,8466751,3072,1,1,1,"reading","standard"
"1118",16,122,2,38,8472316,8475650,3334,2,2,1,"reading","standard"
"1119",16,123,2,39,8481986,8485434,3448,3,3,1,"reading","standard"
"1120",16,161,3,40,8499735,8508168,8433,1,1,1,"reading","novel"
"1121",16,156,3,41,8521785,8526287,4502,4,4,1,"reading","novel"
"1122",16,132,2,42,8550603,8554486,3883,4,4,1,"reading","standard"
"1123",16,152,3,43,8572639,8575972,3333,4,4,1,"reading","novel"
"1124",16,155,3,44,8594728,8598473,3745,3,3,1,"reading","novel"
"1125",16,158,3,45,8625640,8630057,4417,2,2,1,"reading","novel"
"1126",16,153,3,46,8642306,8645624,3318,1,1,1,"reading","novel"
"1127",16,125,2,47,8664262,8667191,2929,1,1,1,"reading","standard"
"1128",16,157,3,48,8674198,8676893,2695,1,1,1,"reading","novel"
"1129",16,151,3,49,8683994,8688325,4331,3,3,1,"reading","novel"
"1130",16,160,3,50,8700838,8704943,4105,4,4,1,"reading","novel"
"1131",16,128,2,51,8716844,8720160,3316,4,4,1,"reading","standard"
"1132",16,130,2,52,8745191,8748911,3720,2,2,1,"reading","standard"
"1133",16,127,2,53,8755022,8758145,3123,3,3,1,"reading","standard"
"1134",16,124,2,54,8807023,8810097,3074,4,4,1,"reading","standard"
"1135",16,154,3,55,8816043,8819297,3254,2,2,1,"reading","novel"
"1136",16,126,2,56,8835396,8839349,3953,2,2,1,"reading","standard"
"1137",16,159,3,57,8846313,8851299,4986,3,3,1,"reading","novel"
"1138",16,131,2,58,8857062,8860633,3571,3,3,1,"reading","standard"
"1139",16,129,2,59,8879568,8883284,3716,1,1,1,"reading","standard"
"1140",16,162,3,60,8908379,8911617,3238,2,2,1,"reading","novel"
"1141",16,99,1,61,8969900,8973070,3170,3,3,1,"reading","silence"
"1142",16,100,1,62,8993305,8996754,3449,4,4,1,"reading","silence"
"1143",16,95,1,63,9002149,9005871,3722,3,3,1,"reading","silence"
"1144",16,92,1,64,9024551,9027871,3320,4,4,1,"reading","silence"
"1145",16,94,1,65,9033368,9036955,3587,2,2,1,"reading","silence"
"1146",16,101,1,66,9048254,9051872,3618,1,1,1,"reading","silence"
"1147",16,98,1,67,9063786,9067072,3286,2,2,1,"reading","silence"
"1148",16,93,1,68,9072740,9075957,3217,1,1,1,"reading","silence"
"1149",16,97,1,69,9097502,9099741,2239,1,1,1,"reading","silence"
"1150",16,96,1,70,9115999,9119141,3142,4,4,1,"reading","silence"
"1151",16,102,1,71,9124122,9127941,3819,2,2,1,"reading","silence"
"1152",16,91,1,72,9145359,9149291,3932,3,3,1,"reading","silence"
"1153",17,67,1,1,1447188,1451597,4409,3,3,1,"reading","silence"
"1154",17,65,1,2,1471730,1475150,3420,1,1,1,"reading","silence"
"1155",17,64,1,3,1502511,1506499,3988,4,4,1,"reading","silence"
"1156",17,71,1,4,1515225,1518066,2841,3,3,1,"reading","silence"
"1157",17,63,1,5,1582914,1586401,3487,3,3,1,"reading","silence"
"1158",17,62,1,6,1602766,1605537,2771,2,2,1,"reading","silence"
"1159",17,61,1,7,1680470,1683587,3117,1,1,1,"reading","silence"
"1160",17,68,1,8,1722024,1725322,3298,4,4,1,"reading","silence"
"1161",17,72,1,9,1763930,1766827,2897,4,4,1,"reading","silence"
"1162",17,70,1,10,1835711,1840160,4449,2,2,1,"reading","silence"
"1163",17,69,1,11,1864335,1867079,2744,1,1,1,"reading","silence"
"1164",17,66,1,12,1919316,1922247,2931,2,2,1,"reading","silence"
"1165",17,1,2,13,1947266,1949332,2066,1,1,1,"reading","standard"
"1166",17,2,2,14,1962452,1965682,3230,2,2,1,"reading","standard"
"1167",17,3,2,15,1971122,1973815,2693,3,3,1,"reading","standard"
"1168",17,37,3,16,2018841,2021701,2860,3,3,1,"reading","novel"
"1169",17,34,3,17,2038473,2041783,3310,4,4,1,"reading","novel"
"1170",17,32,3,18,2047677,2050533,2856,2,2,1,"reading","novel"
"1171",17,35,3,19,2249197,2251458,2261,1,1,1,"reading","novel"
"1172",17,41,3,20,2282594,2285093,2499,3,3,1,"reading","novel"
"1173",17,9,2,21,2292762,2295410,2648,1,1,1,"reading","standard"
"1174",17,12,2,22,2303213,2306410,3197,4,4,1,"reading","standard"
"1175",17,40,3,23,2314351,2316811,2460,2,2,1,"reading","novel"
"1176",17,8,2,24,2350095,2352895,2800,4,4,1,"reading","standard"
"1177",17,7,2,25,2358849,2362729,3880,3,3,1,"reading","standard"
"1178",17,31,3,26,2372002,2375097,3095,1,1,1,"reading","novel"
"1179",17,5,2,27,2386100,2388254,2154,1,1,1,"reading","standard"
"1180",17,42,3,28,2394300,2397146,2846,4,4,1,"reading","novel"
"1181",17,33,3,29,2448287,2451548,3261,3,3,1,"reading","novel"
"1182",17,10,2,30,2456188,2458465,2277,2,2,1,"reading","standard"
"1183",17,11,2,31,2477304,2480267,2963,3,3,1,"reading","standard"
"1184",17,39,3,32,2501909,2504418,2509,1,1,1,"reading","novel"
"1185",17,36,3,33,2554192,2556720,2528,2,2,1,"reading","novel"
"1186",17,38,3,34,2568606,2571286,2680,4,4,1,"reading","novel"
"1187",17,4,2,35,2599176,2602236,3060,4,4,1,"reading","standard"
"1188",17,6,2,36,2607077,2609338,2261,2,2,1,"reading","standard"
"1189",17,154,1,37,2733934,2736150,2216,2,2,1,"zString","silence"
"1190",17,153,1,38,2761250,2763159,1909,1,1,1,"zString","silence"
"1191",17,160,1,39,2821975,2824156,2181,4,4,1,"zString","silence"
"1192",17,159,1,40,2837900,2839611,1711,3,3,1,"zString","silence"
"1193",17,151,1,41,2868751,2871179,2428,3,3,1,"zString","silence"
"1194",17,158,1,42,2878535,2880562,2027,2,2,1,"zString","silence"
"1195",17,161,1,43,2887195,2889360,2165,1,1,1,"zString","silence"
"1196",17,157,1,44,2921608,2924000,2392,1,1,1,"zString","silence"
"1197",17,152,1,45,2932307,2934381,2074,4,4,1,"zString","silence"
"1198",17,156,1,46,2943694,2945547,1853,4,4,1,"zString","silence"
"1199",17,155,1,47,2953296,2955383,2087,3,3,1,"zString","silence"
"1200",17,162,1,48,2973244,2975348,2104,2,2,1,"zString","silence"
"1201",17,91,2,49,2982396,2984116,1720,3,3,1,"zString","standard"
"1202",17,92,2,50,2991259,2993049,1790,4,4,1,"zString","standard"
"1203",17,93,2,51,3000446,3002518,2072,1,1,1,"zString","standard"
"1204",17,98,2,52,3008101,3010400,2299,2,2,1,"zString","standard"
"1205",17,122,3,53,3024981,3027335,2354,2,2,1,"zString","novel"
"1206",17,100,2,54,3097754,3099838,2084,4,4,1,"zString","standard"
"1207",17,101,2,55,3115968,3118039,2071,1,1,1,"zString","standard"
"1208",17,129,3,56,3126709,3128673,1964,1,1,1,"zString","novel"
"1209",17,130,3,57,3136168,3138156,1988,2,2,1,"zString","novel"
"1210",17,128,3,58,3156422,3158257,1835,4,4,1,"zString","novel"
"1211",17,123,3,59,3171391,3173324,1933,3,3,1,"zString","novel"
"1212",17,97,2,60,3197119,3199092,1973,1,1,1,"zString","standard"
"1213",17,127,3,61,3205324,3207308,1984,3,3,1,"zString","novel"
"1214",17,124,3,62,3245861,3247610,1749,4,4,1,"zString","novel"
"1215",17,125,3,63,3254678,3256411,1733,1,1,1,"zString","novel"
"1216",17,132,3,64,3273177,3275595,2418,4,4,1,"zString","novel"
"1217",17,131,3,65,3290920,3293044,2124,3,3,1,"zString","novel"
"1218",17,95,2,66,3319835,3321545,1710,3,3,1,"zString","standard"
"1219",17,99,2,67,3328661,3330379,1718,3,3,1,"zString","standard"
"1220",17,121,3,68,3342610,3345030,2420,1,1,1,"zString","novel"
"1221",17,102,2,69,3360429,3362397,1968,2,2,1,"zString","standard"
"1222",17,96,2,70,3369578,3371330,1752,4,4,1,"zString","standard"
"1223",17,94,2,71,3392131,3394032,1901,2,2,1,"zString","standard"
"1224",17,126,3,72,3400030,3402882,2852,2,2,1,"zString","novel"
"1225",18,36,1,1,4347858,4349578,1720,4,4,1,"zString","silence"
"1226",18,41,1,2,4356730,4358479,1749,1,1,1,"zString","silence"
"1227",18,32,1,3,4365665,4367377,1712,4,4,1,"zString","silence"
"1228",18,33,1,4,4397376,4399630,2254,1,1,1,"zString","silence"
"1229",18,35,1,5,4442630,4444381,1751,3,3,1,"zString","silence"
"1230",18,40,1,6,4456669,4459197,2528,4,3,0,"zString","silence"
"1231",18,34,1,7,4465247,4467097,1850,2,2,1,"zString","silence"
"1232",18,39,1,8,4473802,4476682,2880,3,2,0,"zString","silence"
"1233",18,37,1,9,4490217,4492082,1865,1,1,1,"zString","silence"
"1234",18,42,1,10,4512838,4514550,1712,2,2,1,"zString","silence"
"1235",18,31,1,11,4535171,4537183,2012,3,3,1,"zString","silence"
"1236",18,38,1,12,4557908,4559868,1960,2,2,1,"zString","silence"
"1237",18,61,2,13,4583221,4585285,2064,1,1,1,"zString","standard"
"1238",18,62,2,14,4591857,4593601,1744,2,2,1,"zString","standard"
"1239",18,63,2,15,4601758,4603469,1711,3,3,1,"zString","standard"
"1240",18,4,3,16,4609795,4611503,1708,4,4,1,"zString","novel"
