"","sub","item","cond","seq","start","end","duration_ms","correctresp","subresp","accuracy","task","sound"
"1866",26,129,3,66,2870111,2873376,3265,1,1,1,"reading","novel"
"1867",26,130,3,67,2881432,2883876,2444,2,2,1,"reading","novel"
"1868",26,123,3,68,2889382,2891643,2261,3,3,1,"reading","novel"
"1869",26,97,2,69,2904734,2906728,1994,1,1,1,"reading","standard"
"1870",26,98,2,70,2914049,2916250,2201,2,2,1,"reading","standard"
"1871",26,102,2,71,2965254,2967745,2491,2,2,1,"reading","standard"
"1872",26,131,3,72,2986442,2989065,2623,3,3,1,"reading","novel"
"1873",27,61,2,1,1189371,1194992,5621,1,1,1,"reading","standard"
"1874",27,62,2,2,1206326,1208594,2268,2,2,1,"reading","standard"
"1875",27,63,2,3,1217641,1220444,2803,3,3,1,"reading","standard"
"1876",27,69,2,4,1250725,1253428,2703,1,1,1,"reading","standard"
"1877",27,66,2,5,1287345,1290528,3183,2,2,1,"reading","standard"
"1878",27,68,2,6,1302029,1305429,3400,4,4,1,"reading","standard"
"1879",27,11,3,7,1322145,1326413,4268,3,3,1,"reading","novel"
"1880",27,10,3,8,1347150,1349797,2647,2,2,1,"reading","novel"
"1881",27,1,3,9,1359847,1362048,2201,1,1,1,"reading","novel"
"1882",27,12,3,10,1389630,1392499,2869,4,4,1,"reading","novel"
"1883",27,9,3,11,1399200,1401800,2600,1,1,1,"reading","novel"
"1884",27,71,2,12,1409188,1412116,2928,3,3,1,"reading","standard"
"1885",27,72,2,13,1440266,1443300,3034,4,4,1,"reading","standard"
"1886",27,2,3,14,1473870,1476536,2666,2,2,1,"reading","novel"
"1887",27,8,3,15,1505617,1509219,3602,4,4,1,"reading","novel"
"1888",27,65,2,16,1580492,1584141,3649,1,1,1,"reading","standard"
"1889",27,64,2,17,1601648,1604740,3092,4,4,1,"reading","standard"
"1890",27,4,3,18,1628098,1631640,3542,4,4,1,"reading","novel"
"1891",27,70,2,19,1640414,1643357,2943,2,2,1,"reading","standard"
"1892",27,5,3,20,1736648,1740427,3779,1,1,1,"reading","novel"
"1893",27,6,3,21,1758363,1761678,3315,2,2,1,"reading","novel"
"1894",27,7,3,22,1780502,1783663,3161,3,3,1,"reading","novel"
"1895",27,67,2,23,1840640,1844150,3510,3,3,1,"reading","standard"
"1896",27,3,3,24,1923662,1926402,2740,3,3,1,"reading","novel"
"1897",27,39,1,25,1949297,1951754,2457,1,1,1,"reading","silence"
"1898",27,37,1,26,1968511,1974155,5644,3,3,1,"reading","silence"
"1899",27,40,1,27,2009833,2013356,3523,2,2,1,"reading","silence"
"1900",27,32,1,28,2040387,2043840,3453,2,2,1,"reading","silence"
"1901",27,41,1,29,2079330,2082458,3128,3,3,1,"reading","silence"
"1902",27,31,1,30,2097365,2100025,2660,1,1,1,"reading","silence"
"1903",27,33,1,31,2125316,2128060,2744,3,3,1,"reading","silence"
"1904",27,42,1,32,2152366,2155310,2944,4,4,1,"reading","silence"
"1905",27,36,1,33,2169986,2172761,2775,2,2,1,"reading","silence"
"1906",27,35,1,34,2194752,2197296,2544,1,1,1,"reading","silence"
"1907",27,34,1,35,2204268,2207596,3328,4,4,1,"reading","silence"
"1908",27,38,1,36,2240516,2243164,2648,4,4,1,"reading","silence"
"1909",27,151,2,37,2520164,2522384,2220,3,3,1,"zString","standard"
"1910",27,152,2,38,2573964,2576327,2363,4,4,1,"zString","standard"
"1911",27,153,2,39,2585015,2587199,2184,1,1,1,"zString","standard"
"1912",27,100,3,40,2597551,2599677,2126,4,4,1,"zString","novel"
"1913",27,95,3,41,2619517,2621311,1794,3,3,1,"zString","novel"
"1914",27,155,2,42,2630601,2632911,2310,3,3,1,"zString","standard"
"1915",27,99,3,43,2654773,2656679,1906,3,3,1,"zString","novel"
"1916",27,156,2,44,2668188,2669896,1708,4,4,1,"zString","standard"
"1917",27,101,3,45,2677940,2679913,1973,1,1,1,"zString","novel"
"1918",27,92,3,46,2712258,2714665,2407,4,4,1,"zString","novel"
"1919",27,97,3,47,2738927,2741265,2338,1,1,1,"zString","novel"
"1920",27,94,3,48,2762649,2764484,1835,2,2,1,"zString","novel"
"1921",27,93,3,49,2780753,2782633,1880,1,1,1,"zString","novel"
"1922",27,159,2,50,2824860,2826702,1842,3,3,1,"zString","standard"
"1923",27,162,2,51,2837183,2838969,1786,2,2,1,"zString","standard"
"1924",27,102,3,52,2850270,2852137,1867,2,2,1,"zString","novel"
"1925",27,160,2,53,2874354,2876187,1833,4,4,1,"zString","standard"
"1926",27,161,2,54,2934971,2937289,2318,1,1,1,"zString","standard"
"1927",27,91,3,55,2970191,2972257,2066,3,3,1,"zString","novel"
"1928",27,98,3,56,2981906,2983842,1936,2,2,1,"zString","novel"
"1929",27,158,2,57,3216584,3218984,2400,2,2,1,"zString","standard"
"1930",27,157,2,58,3228769,3230667,1898,1,1,1,"zString","standard"
"1931",27,96,3,59,3281316,3283551,2235,4,4,1,"zString","novel"
"1932",27,154,2,60,3295589,3297518,1929,2,2,1,"zString","standard"
"1933",27,122,1,61,3325441,3327236,1795,2,2,1,"zString","silence"
"1934",27,130,1,62,3344903,3346720,1817,2,2,1,"zString","silence"
"1935",27,129,1,63,3377728,3379537,1809,1,1,1,"zString","silence"
"1936",27,128,1,64,3394383,3396305,1922,4,4,1,"zString","silence"
"1937",27,126,1,65,3416287,3418140,1853,2,2,1,"zString","silence"
"1938",27,124,1,66,3426916,3428639,1723,4,4,1,"zString","silence"
"1939",27,125,1,67,3435636,3437725,2089,1,1,1,"zString","silence"
"1940",27,121,1,68,3444850,3446625,1775,1,1,1,"zString","silence"
"1941",27,123,1,69,3466871,3468675,1804,3,3,1,"zString","silence"
"1942",27,131,1,70,3562556,3564277,1721,3,3,1,"zString","silence"
"1943",27,132,1,71,3571825,3574045,2220,4,4,1,"zString","silence"
"1944",27,127,1,72,3581544,3583262,1718,3,3,1,"zString","silence"
"1945",28,31,2,1,4763775,4765860,2085,3,3,1,"zString","standard"
"1946",28,32,2,2,4772863,4775561,2698,4,4,1,"zString","standard"
"1947",28,33,2,3,4781876,4784277,2401,1,1,1,"zString","standard"
"1948",28,34,2,4,4790793,4793060,2267,2,2,1,"zString","standard"
"1949",28,67,3,5,4799728,4802228,2500,3,3,1,"zString","novel"
"1950",28,35,2,6,4808776,4811477,2701,3,3,1,"zString","standard"
"1951",28,61,3,7,4826094,4828361,2267,1,1,1,"zString","novel"
"1952",28,69,3,8,4842062,4844378,2316,1,1,1,"zString","novel"
"1953",28,38,2,9,4868281,4870562,2281,2,2,1,"zString","standard"
"1954",28,42,2,10,4883198,4885480,2282,2,2,1,"zString","standard"
"1955",28,39,2,11,4916986,4919266,2280,3,3,1,"zString","standard"
"1956",28,71,3,12,4925897,4928414,2517,3,3,1,"zString","novel"
"1957",28,40,2,13,4954790,4957049,2259,4,4,1,"zString","standard"
"1958",28,41,2,14,4963521,4965723,2202,1,1,1,"zString","standard"
"1959",28,65,3,15,4971939,4974416,2477,1,1,1,"zString","novel"
"1960",28,68,3,16,5008888,5011101,2213,4,4,1,"zString","novel"
"1961",28,36,2,17,5018520,5020951,2431,4,4,1,"zString","standard"
"1962",28,70,3,18,5034171,5036402,2231,2,2,1,"zString","novel"
"1963",28,63,3,19,5064042,5066241,2199,3,3,1,"zString","novel"
"1964",28,66,3,20,5168863,5171222,2359,2,2,1,"zString","novel"
"1965",28,62,3,21,5184296,5186240,1944,2,2,1,"zString","novel"
"1966",28,37,2,22,5212816,5215040,2224,1,1,1,"zString","standard"
"1967",28,64,3,23,5280314,5283527,3213,4,4,1,"zString","novel"
"1968",28,72,3,24,5292934,5295376,2442,4,4,1,"zString","novel"
"1969",28,8,1,25,5308484,5310944,2460,4,4,1,"zString","silence"
"1970",28,3,1,26,5317684,5320277,2593,3,3,1,"zString","silence"
"1971",28,12,1,27,5326300,5328962,2662,4,4,1,"zString","silence"
"1972",28,4,1,28,5335172,5337196,2024,4,4,1,"zString","silence"
"1973",28,11,1,29,5381756,5384163,2407,3,3,1,"zString","silence"
"1974",28,7,1,30,5390569,5393131,2562,3,3,1,"zString","silence"
"1975",28,1,1,31,5398744,5401063,2319,1,1,1,"zString","silence"
"1976",28,5,1,32,5406790,5408765,1975,1,1,1,"zString","silence"
"1977",28,10,1,33,5438289,5440916,2627,2,2,1,"zString","silence"
"1978",28,6,1,34,5505325,5507803,2478,2,2,1,"zString","silence"
"1979",28,2,1,35,5526764,5529288,2524,2,2,1,"zString","silence"
"1980",28,9,1,36,5558787,5561123,2336,1,1,1,"zString","silence"
"1981",28,121,2,37,5748712,5751878,3166,1,1,1,"reading","standard"
"1982",28,122,2,38,5778023,5781266,3243,2,2,1,"reading","standard"
"1983",28,123,2,39,5788447,5791766,3319,3,3,1,"reading","standard"
"1984",28,158,3,40,5822678,5826766,4088,2,2,1,"reading","novel"
"1985",28,127,2,41,5833630,5839101,5471,3,3,1,"reading","standard"
"1986",28,124,2,42,5848017,5851200,3183,4,4,1,"reading","standard"
"1987",28,156,3,43,5859236,5862334,3098,4,4,1,"reading","novel"
"1988",28,160,3,44,5887621,5891037,3416,4,4,1,"reading","novel"
"1989",28,161,3,45,5940083,5943270,3187,1,1,1,"reading","novel"
"1990",28,128,2,46,5965589,5968805,3216,4,4,1,"reading","standard"
"1991",28,155,3,47,5995438,6001073,5635,3,3,1,"reading","novel"
"1992",28,153,3,48,6031841,6034890,3049,1,1,1,"reading","novel"
"1993",28,130,2,49,6050643,6054491,3848,2,2,1,"reading","standard"
"1994",28,126,2,50,6068519,6072241,3722,2,2,1,"reading","standard"
"1995",28,152,3,51,6088490,6091658,3168,4,4,1,"reading","novel"
"1996",28,151,3,52,6098006,6101693,3687,3,3,1,"reading","novel"
"1997",28,131,2,53,6121704,6125043,3339,3,3,1,"reading","standard"
"1998",28,162,3,54,6227207,6231049,3842,2,2,1,"reading","novel"
"1999",28,154,3,55,6251811,6255017,3206,2,2,1,"reading","novel"
"2000",28,125,2,56,6262112,6265217,3105,1,1,1,"reading","standard"
"2001",28,132,2,57,6288783,6292518,3735,4,4,1,"reading","standard"
"2002",28,157,3,58,6300763,6304019,3256,1,1,1,"reading","novel"
"2003",28,159,3,59,6319647,6323252,3605,3,3,1,"reading","novel"
"2004",28,129,2,60,6329913,6333487,3574,1,1,1,"reading","standard"
"2005",28,94,1,61,6411213,6416407,5194,2,2,1,"reading","silence"
"2006",28,98,1,62,6435918,6438806,2888,2,2,1,"reading","silence"
"2007",28,95,1,63,6445637,6449057,3420,3,3,1,"reading","silence"
"2008",28,99,1,64,6455504,6458474,2970,3,3,1,"reading","silence"
"2009",28,93,1,65,6508138,6511225,3087,1,1,1,"reading","silence"
"2010",28,102,1,66,6519339,6522292,2953,2,2,1,"reading","silence"
"2011",28,101,1,67,6544024,6547010,2986,1,1,1,"reading","silence"
"2012",28,96,1,68,6567676,6570527,2851,4,4,1,"reading","silence"
"2013",28,100,1,69,6591580,6594495,2915,4,4,1,"reading","silence"
"2014",28,91,1,70,6607993,6611096,3103,3,3,1,"reading","silence"
"2015",28,92,1,71,6617558,6621397,3839,4,4,1,"reading","silence"
"2016",28,97,1,72,6629159,6632029,2870,1,1,1,"reading","silence"
"2017",29,69,1,1,8288317,8291442,3125,1,1,1,"reading","silence"
"2018",29,65,1,2,8301275,8305079,3804,1,1,1,"reading","silence"
"2019",29,64,1,3,8337610,8342545,4935,4,4,1,"reading","silence"
"2020",29,72,1,4,8354522,8358427,3905,4,4,1,"reading","silence"
"2021",29,61,1,5,8389759,8392312,2553,1,1,1,"reading","silence"
"2022",29,66,1,6,8408830,8411230,2400,2,2,1,"reading","silence"
"2023",29,70,1,7,8427695,8430547,2852,2,2,1,"reading","silence"
"2024",29,71,1,8,8481803,8484833,3030,3,3,1,"reading","silence"
"2025",29,67,1,9,8492598,8495181,2583,3,3,1,"reading","silence"
"2026",29,68,1,10,8529414,8532416,3002,4,4,1,"reading","silence"
"2027",29,63,1,11,8561602,8566135,4533,3,3,1,"reading","silence"
"2028",29,62,1,12,8576104,8578635,2531,2,2,1,"reading","silence"
"2029",29,1,2,13,8594041,8596086,2045,1,1,1,"reading","standard"
"2030",29,2,2,14,8606888,8609936,3048,2,2,1,"reading","standard"
"2031",29,3,2,15,8616641,8619204,2563,3,3,1,"reading","standard"
"2032",29,12,2,16,8701102,8703542,2440,4,4,1,"reading","standard"
"2033",29,32,3,17,8719117,8723494,4377,2,2,1,"reading","novel"
"2034",29,9,2,18,8733630,8735659,2029,1,1,1,"reading","standard"
"2035",29,39,3,19,8883727,8886431,2704,1,1,1,"reading","novel"
"2036",29,31,3,20,8905161,8908331,3170,1,1,1,"reading","novel"
"2037",29,34,3,21,8925880,8929600,3720,4,4,1,"reading","novel"
"2038",29,37,3,22,8938124,8941734,3610,3,3,1,"reading","novel"
"2039",29,7,2,23,8999812,9002552,2740,3,3,1,"reading","standard"
"2040",29,10,2,24,9020983,9024870,3887,2,2,1,"reading","standard"
"2041",29,33,3,25,9049415,9052187,2772,3,3,1,"reading","novel"
"2042",29,11,2,26,9076199,9079555,3356,3,3,1,"reading","standard"
"2043",29,38,3,27,9098199,9100690,2491,4,4,1,"reading","novel"
"2044",29,41,3,28,9116096,9119140,3044,3,3,1,"reading","novel"
"2045",29,8,2,29,9138684,9142325,3641,4,4,1,"reading","standard"
"2046",29,40,3,30,9162968,9166308,3340,2,2,1,"reading","novel"
"2047",29,42,3,31,9175007,9177575,2568,4,4,1,"reading","novel"
"2048",29,5,2,32,9229400,9232594,3194,1,1,1,"reading","standard"
"2049",29,6,2,33,9249816,9252076,2260,2,2,1,"reading","standard"
"2050",29,4,2,34,9259451,9262677,3226,4,4,1,"reading","standard"
"2051",29,35,3,35,9269703,9272461,2758,1,1,1,"reading","novel"
"2052",29,36,3,36,9289500,9292045,2545,2,2,1,"reading","novel"
"2053",29,160,1,37,9558160,9559937,1777,4,4,1,"zString","silence"
"2054",29,152,1,38,9664696,9666542,1846,4,4,1,"zString","silence"
"2055",29,162,1,39,9682218,9683975,1757,2,2,1,"zString","silence"
"2056",29,159,1,40,9731386,9733111,1725,3,3,1,"zString","silence"
"2057",29,157,1,41,9780036,9782197,2161,1,1,1,"zString","silence"
"2058",29,154,1,42,9816052,9818496,2444,2,2,1,"zString","silence"
"2059",29,156,1,43,9871575,9873848,2273,4,4,1,"zString","silence"
"2060",29,153,1,44,9893006,9895716,2710,1,1,1,"zString","silence"
"2061",29,155,1,45,9909889,9911849,1960,3,3,1,"zString","silence"
"2062",29,161,1,46,9928890,9930634,1744,1,1,1,"zString","silence"
"2063",29,151,1,47,10030629,10032671,2042,3,3,1,"zString","silence"
"2064",29,158,1,48,10045773,10047838,2065,2,2,1,"zString","silence"
"2065",29,91,2,49,10078059,10079822,1763,3,3,1,"zString","standard"
"2066",29,92,2,50,10089348,10091590,2242,4,4,1,"zString","standard"
"2067",29,93,2,51,10105011,10108806,3795,1,1,1,"zString","standard"
"2068",29,123,3,52,10119367,10122123,2756,3,3,1,"zString","novel"
"2069",29,122,3,53,10148617,10151475,2858,2,2,1,"zString","novel"
"2070",29,125,3,54,10193830,10196843,3013,1,1,1,"zString","novel"
"2071",29,98,2,55,10254078,10255865,1787,2,2,1,"zString","standard"
"2072",29,121,3,56,10266438,10268655,2217,1,1,1,"zString","novel"
"2073",29,96,2,57,10351082,10353385,2303,4,4,1,"zString","standard"
"2074",29,95,2,58,10364633,10366551,1918,3,3,1,"zString","standard"
"2075",29,94,2,59,10403084,10405243,2159,2,2,1,"zString","standard"
"2076",29,127,3,60,10444540,10446654,2114,3,3,1,"zString","novel"
"2077",29,97,2,61,10489980,10492524,2544,1,1,1,"zString","standard"
"2078",29,128,3,62,10501648,10504006,2358,4,4,1,"zString","novel"
"2079",29,102,2,63,10549986,10551925,1939,2,2,1,"zString","standard"
"2080",29,129,3,64,10658801,10661428,2627,1,1,1,"zString","novel"
"2081",29,101,2,65,10698010,10700363,2353,1,1,1,"zString","standard"
"2082",29,131,3,66,10712637,10716130,3493,3,3,1,"zString","novel"
"2083",29,126,3,67,10729387,10731281,1894,2,2,1,"zString","novel"
"2084",29,99,2,68,10749272,10750980,1708,3,3,1,"zString","standard"
"2085",29,132,3,69,10761276,10762997,1721,4,4,1,"zString","novel"
"2086",29,100,2,70,10775453,10777231,1778,4,4,1,"zString","standard"
"2087",29,124,3,71,10829613,10831516,1903,4,4,1,"zString","novel"
"2088",29,130,3,72,10858194,10859919,1725,2,2,1,"zString","novel"
"2089",30,40,1,1,12372465,12375553,3088,4,4,1,"zString","silence"
"2090",30,34,1,2,12394090,12396822,2732,2,2,1,"zString","silence"
"2091",30,42,1,3,12419906,12422188,2282,2,2,1,"zString","silence"
"2092",30,33,1,4,12428924,12431172,2248,1,1,1,"zString","silence"
"2093",30,37,1,5,12448109,12449989,1880,1,1,1,"zString","silence"
"2094",30,36,1,6,12457427,12459373,1946,4,4,1,"zString","silence"
"2095",30,38,1,7,12469197,12471289,2092,2,2,1,"zString","silence"
"2096",30,31,1,8,12477843,12479757,1914,3,3,1,"zString","silence"
"2097",30,39,1,9,12488294,12490423,2129,3,3,1,"zString","silence"
"2098",30,32,1,10,12531489,12533926,2437,4,4,1,"zString","silence"
"2099",30,41,1,11,12565849,12568047,2198,1,1,1,"zString","silence"
"2100",30,35,1,12,12574598,12576817,2219,3,3,1,"zString","silence"
"2101",30,61,2,13,12597221,12599479,2258,1,1,1,"zString","standard"
"2102",30,62,2,14,12606132,12608745,2613,2,2,1,"zString","standard"
"2103",30,63,2,15,12616071,12618111,2040,3,3,1,"zString","standard"
"2104",30,66,2,16,12624120,12626194,2074,2,2,1,"zString","standard"
"2105",30,4,3,17,12647071,12650112,3041,4,4,1,"zString","novel"
"2106",30,11,3,18,12672155,12674446,2291,3,3,1,"zString","novel"
"2107",30,3,3,19,12716678,12719249,2571,3,3,1,"zString","novel"
"2108",30,65,2,20,12770234,12772668,2434,1,1,1,"zString","standard"
"2109",30,2,3,21,12803060,12805869,2809,2,2,1,"zString","novel"
"2110",30,8,3,22,12812514,12814503,1989,4,4,1,"zString","novel"
"2111",30,12,3,23,12843660,12845971,2311,4,4,1,"zString","novel"
"2112",30,7,3,24,12863558,12866237,2679,3,3,1,"zString","novel"
"2113",30,6,3,25,12872465,12874505,2040,2,2,1,"zString","novel"
"2114",30,71,2,26,12909526,12911739,2213,3,3,1,"zString","standard"
"2115",30,1,3,27,12917628,12919907,2279,1,1,1,"zString","novel"
"2116",30,64,2,28,12934851,12938007,3156,4,4,1,"zString","standard"
"2117",30,9,3,29,12943498,12945658,2160,1,1,1,"zString","novel"
"2118",30,68,2,30,12955896,12958095,2199,4,4,1,"zString","standard"
"2119",30,5,3,31,12975769,12978591,2822,1,1,1,"zString","novel"
"2120",30,70,2,32,13001599,13004126,2527,2,2,1,"zString","standard"
"2121",30,72,2,33,13010450,13013293,2843,4,4,1,"zString","standard"
"2122",30,69,2,34,13049751,13053444,3693,1,1,1,"zString","standard"
"2123",30,67,2,35,13058855,13061054,2199,3,3,1,"zString","standard"
"2124",30,10,3,36,13066880,13069062,2182,2,2,1,"zString","novel"
"2125",30,131,1,37,13225885,13229449,3564,3,3,1,"reading","silence"
"2126",30,124,1,38,13238987,13242716,3729,4,4,1,"reading","silence"
"2127",30,121,1,39,13260391,13266053,5662,1,1,1,"reading","silence"
"2128",30,125,1,40,13274324,13277702,3378,1,1,1,"reading","silence"
"2129",30,127,1,41,13287279,13291452,4173,3,3,1,"reading","silence"
"2130",30,123,1,42,13300659,13303403,2744,3,3,1,"reading","silence"
"2131",30,126,1,43,13327696,13330836,3140,2,2,1,"reading","silence"
"2132",30,129,1,44,13369730,13374739,5009,1,1,1,"reading","silence"
"2133",30,130,1,45,13395114,13398189,3075,2,2,1,"reading","silence"
"2134",30,122,1,46,13408901,13411041,2140,2,2,1,"reading","silence"
"2135",30,132,1,47,13420034,13423474,3440,4,4,1,"reading","silence"
"2136",30,128,1,48,13558788,13562911,4123,4,4,1,"reading","silence"
"2137",30,151,2,49,13585423,13590179,4756,3,3,1,"reading","standard"
"2138",30,152,2,50,13600594,13604079,3485,4,4,1,"reading","standard"
"2139",30,153,2,51,13614392,13618863,4471,1,1,1,"reading","standard"
"2140",30,95,3,52,13626976,13630363,3387,3,3,1,"reading","novel"
"2141",30,161,2,53,13645392,13651130,5738,1,1,1,"reading","standard"
"2142",30,92,3,54,13682758,13686249,3491,4,4,1,"reading","novel"
"2143",30,100,3,55,13711247,13714816,3569,4,4,1,"reading","novel"
"2144",30,157,2,56,13894701,13898423,3722,1,1,1,"reading","standard"
"2145",30,155,2,57,13915484,13920358,4874,3,3,1,"reading","standard"
"2146",30,102,3,58,14015165,14019944,4779,2,2,1,"reading","novel"
"2147",30,97,3,59,14030570,14033028,2458,1,1,1,"reading","novel"
"2148",30,160,2,60,14041484,14045594,4110,4,4,1,"reading","standard"
"2149",30,154,2,61,14059849,14062744,2895,2,2,1,"reading","standard"
"2150",30,93,3,62,14088198,14090795,2597,1,1,1,"reading","novel"
"2151",30,94,3,63,14098094,14102012,3918,2,2,1,"reading","novel"
"2152",30,98,3,64,14141847,14144330,2483,2,2,1,"reading","novel"
"2153",30,101,3,65,14150525,14153864,3339,1,1,1,"reading","novel"
"2154",30,99,3,66,14172305,14176032,3727,3,3,1,"reading","novel"
"2155",30,91,3,67,14220845,14224150,3305,3,3,1,"reading","novel"
"2156",30,159,2,68,14250893,14253918,3025,3,3,1,"reading","standard"
"2157",30,162,2,69,14265378,14268553,3175,2,2,1,"reading","standard"
"2158",30,96,3,70,14294225,14297920,3695,4,4,1,"reading","novel"
"2159",30,156,2,71,14337754,14342454,4700,4,4,1,"reading","standard"
"2160",30,158,2,72,14352330,14355572,3242,2,2,1,"reading","standard"
"2161",31,31,2,1,3709014,3716890,7876,1,1,1,"reading","standard"
"2162",31,32,2,2,3725446,3729976,4530,2,2,1,"reading","standard"
"2163",31,33,2,3,3738897,3742576,3679,3,3,1,"reading","standard"
"2164",31,36,2,4,3762256,3765408,3152,2,2,1,"reading","standard"
"2165",31,69,3,5,3784795,3788076,3281,1,1,1,"reading","novel"
"2166",31,66,3,6,3809329,3812493,3164,2,2,1,"reading","novel"
"2167",31,38,2,7,3831916,3835245,3329,4,4,1,"reading","standard"
"2168",31,68,3,8,3886033,3889216,3183,4,4,1,"reading","novel"
"2169",31,39,2,9,3921564,3925031,3467,1,1,1,"reading","standard"
"2170",31,71,3,10,3934217,3937830,3613,3,3,1,"reading","novel"
"2171",31,70,3,11,3949701,3953465,3764,2,2,1,"reading","novel"
"2172",31,62,3,12,3960668,3964182,3514,2,2,1,"reading","novel"
"2173",31,41,2,13,3990838,3994900,4062,3,3,1,"reading","standard"
"2174",31,61,3,14,4003070,4005700,2630,1,1,1,"reading","novel"
"2175",31,34,2,15,4040553,4043818,3265,4,4,1,"reading","standard"
"2176",31,65,3,16,4087808,4091902,4094,1,1,1,"reading","novel"
"2177",31,72,3,17,4105549,4109036,3487,4,4,1,"reading","novel"
"2178",31,35,2,18,4115426,4118637,3211,1,1,1,"reading","standard"
"2179",31,37,2,19,4416042,4419966,3924,3,3,1,"reading","standard"
"2180",31,40,2,20,4447948,4451201,3253,2,2,1,"reading","standard"
"2181",31,67,3,21,4475729,4479802,4073,3,3,1,"reading","novel"
"2182",31,64,3,22,4503142,4507404,4262,4,4,1,"reading","novel"
"2183",31,63,3,23,4515977,4520120,4143,3,3,1,"reading","novel"
"2184",31,42,2,24,4559549,4565272,5723,4,4,1,"reading","standard"
"2185",31,8,1,25,4588183,4591723,3540,4,4,1,"reading","silence"
"2186",31,2,1,26,4600363,4604040,3677,2,2,1,"reading","silence"
"2187",31,12,1,27,4636213,4639458,3245,4,4,1,"reading","silence"
"2188",31,6,1,28,4655766,4659791,4025,2,2,1,"reading","silence"
"2189",31,5,1,29,4706502,4709309,2807,1,1,1,"reading","silence"
"2190",31,4,1,30,4719639,4723095,3456,4,4,1,"reading","silence"
"2191",31,9,1,31,4729772,4732243,2471,1,1,1,"reading","silence"
"2192",31,7,1,32,4748955,4752745,3790,3,3,1,"reading","silence"
"2193",31,3,1,33,4767124,4770096,2972,3,3,1,"reading","silence"
"2194",31,1,1,34,4793036,4796079,3043,1,1,1,"reading","silence"
"2195",31,11,1,35,4816121,4820313,4192,3,3,1,"reading","silence"
"2196",31,10,1,36,4996027,4999170,3143,2,2,1,"reading","silence"
"2197",31,121,2,37,5229779,5231963,2184,1,1,1,"zString","standard"
"2198",31,122,2,38,5244745,5247146,2401,2,2,1,"zString","standard"
"2199",31,123,2,39,5264675,5266964,2289,3,3,1,"zString","standard"
"2200",31,127,2,40,5306824,5308683,1859,3,3,1,"zString","standard"
"2201",31,153,3,41,5340632,5343501,2869,1,1,1,"zString","novel"
"2202",31,152,3,42,5360666,5363585,2919,4,3,0,"zString","novel"
"2203",31,160,3,43,5416792,5418819,2027,4,4,1,"zString","novel"
"2204",31,132,2,44,5450108,5452220,2112,4,4,1,"zString","standard"
"2205",31,126,2,45,5482248,5484189,1941,2,2,1,"zString","standard"
"2206",31,128,2,46,5515132,5517605,2473,4,4,1,"zString","standard"
"2207",31,125,2,47,5524041,5526223,2182,1,1,1,"zString","standard"
"2208",31,129,2,48,5533680,5535939,2259,1,1,1,"zString","standard"
"2209",31,130,2,49,5589677,5592341,2664,2,2,1,"zString","standard"
"2210",31,156,3,50,5619228,5621193,1965,4,4,1,"zString","novel"
"2211",31,155,3,51,5752117,5754199,2082,3,3,1,"zString","novel"
"2212",31,151,3,52,5792449,5794935,2486,3,3,1,"zString","novel"
"2213",31,154,3,53,5803364,5805718,2354,2,2,1,"zString","novel"
"2214",31,161,3,54,5816900,5819352,2452,1,1,1,"zString","novel"
"2215",31,157,3,55,5828519,5831123,2604,1,1,1,"zString","novel"
"2216",31,158,3,56,5842636,5845453,2817,2,2,1,"zString","novel"
"2217",31,124,2,57,5857137,5859020,1883,4,4,1,"zString","standard"
"2218",31,159,3,58,5875506,5877904,2398,3,3,1,"zString","novel"
"2219",31,162,3,59,5918944,5921106,2162,2,2,1,"zString","novel"
"2220",31,131,2,60,5937806,5940106,2300,3,3,1,"zString","standard"
"2221",31,100,1,61,5949450,5951573,2123,4,4,1,"zString","silence"
"2222",31,102,1,62,5960561,5962956,2395,2,2,1,"zString","silence"
"2223",31,94,1,63,5991640,5994040,2400,2,2,1,"zString","silence"
"2224",31,97,1,64,6018440,6020491,2051,1,1,1,"zString","silence"
"2225",31,91,1,65,6028235,6030891,2656,3,3,1,"zString","silence"
"2226",31,95,1,66,6047369,6049359,1990,3,3,1,"zString","silence"
"2227",31,101,1,67,6071586,6073476,1890,1,1,1,"zString","silence"
"2228",31,98,1,68,6085988,6088428,2440,2,2,1,"zString","silence"
"2229",31,96,1,69,6105955,6108762,2807,4,4,1,"zString","silence"
"2230",31,93,1,70,6140793,6142762,1969,1,1,1,"zString","silence"
"2231",31,99,1,71,6175742,6178464,2722,3,3,1,"zString","silence"
"2232",31,92,1,72,6203740,6205632,1892,4,4,1,"zString","silence"
"2233",32,1,2,1,6842508,6844390,1882,1,1,1,"zString","standard"
"2234",32,2,2,2,6851691,6853408,1717,2,2,1,"zString","standard"
"2235",32,3,2,3,6859922,6861707,1785,3,3,1,"zString","standard"
"2236",32,10,2,4,6875144,6876873,1729,2,2,1,"zString","standard"
"2237",32,8,2,5,6890838,6892907,2069,4,4,1,"zString","standard"
"2238",32,32,3,6,6938675,6940658,1983,4,4,1,"zString","novel"
"2239",32,39,3,7,6948744,6950709,1965,3,3,1,"zString","novel"
"2240",32,40,3,8,6966648,6968611,1963,4,3,0,"zString","novel"
"2241",32,35,3,9,6989544,6991327,1783,3,3,1,"zString","novel"
"2242",32,5,2,10,7004999,7007112,2113,1,1,1,"zString","standard"
